scenario,allocator,mu_el,filter_db,n_bundles,accepted,n_requests,acceptance_rate,total_utility,avg_fidelity,insecure_admitted,n_insecure_edges,mean_delta_f,feasible,topology,operating_point,seed
clean,utility_per_resource_greedy,0.0,0.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,congestion_aware_greedy,0.0,0.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,greedy_local_search,0.0,0.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,cp_sat_exact,0.0,0.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
blind,utility_per_resource_greedy,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
blind,congestion_aware_greedy,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
blind,greedy_local_search,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
blind,cp_sat_exact,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
aware,utility_per_resource_greedy,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
aware,congestion_aware_greedy,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
aware,greedy_local_search,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
aware,cp_sat_exact,0.004771364878891034,0.0,18,4,10,0.4,6.063666502940908,0.8597118289164136,0,0,0.0002712345900474406,True,chain8,"1.4 V, 200 ps",0
clean,utility_per_resource_greedy,0.0,0.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,congestion_aware_greedy,0.0,0.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,greedy_local_search,0.0,0.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,cp_sat_exact,0.0,0.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
blind,utility_per_resource_greedy,0.004771364878891034,0.0,28,8,10,0.8,22.07604962390377,0.8186284537599862,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
blind,congestion_aware_greedy,0.004771364878891034,0.0,28,8,10,0.8,22.58782939732226,0.8114504365674773,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
blind,greedy_local_search,0.004771364878891034,0.0,28,8,10,0.8,22.07604962390377,0.8186284537599862,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
blind,cp_sat_exact,0.004771364878891034,0.0,28,8,10,0.8,22.58782939732226,0.8114504365674773,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
aware,utility_per_resource_greedy,0.004771364878891034,0.0,28,8,10,0.8,22.07604962390377,0.8186284537599862,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
aware,congestion_aware_greedy,0.004771364878891034,0.0,28,8,10,0.8,22.58782939732226,0.8114504365674773,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
aware,greedy_local_search,0.004771364878891034,0.0,28,8,10,0.8,22.07604962390377,0.8186284537599862,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
aware,cp_sat_exact,0.004771364878891034,0.0,28,8,10,0.8,22.58782939732226,0.8114504365674773,0,0,0.0003839248036259235,True,chain8,"1.4 V, 200 ps",1
clean,utility_per_resource_greedy,0.0,0.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,congestion_aware_greedy,0.0,0.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,greedy_local_search,0.0,0.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,cp_sat_exact,0.0,0.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
blind,utility_per_resource_greedy,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
blind,congestion_aware_greedy,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
blind,greedy_local_search,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
blind,cp_sat_exact,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
aware,utility_per_resource_greedy,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
aware,congestion_aware_greedy,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
aware,greedy_local_search,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
aware,cp_sat_exact,0.004771364878891034,0.0,30,8,10,0.8,26.385536318185995,0.8507703134233044,0,0,0.0004713521918683033,True,chain8,"1.4 V, 200 ps",2
clean,utility_per_resource_greedy,0.0,0.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,congestion_aware_greedy,0.0,0.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,greedy_local_search,0.0,0.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,cp_sat_exact,0.0,0.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
blind,utility_per_resource_greedy,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
blind,congestion_aware_greedy,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
blind,greedy_local_search,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
blind,cp_sat_exact,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
aware,utility_per_resource_greedy,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
aware,congestion_aware_greedy,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
aware,greedy_local_search,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
aware,cp_sat_exact,0.004771364878891034,0.0,19,5,10,0.5,19.054441723785896,0.9044417946274601,0,0,0.0007199792849605606,True,chain8,"1.4 V, 200 ps",3
clean,utility_per_resource_greedy,0.0,0.0,19,5,10,0.5,14.115882000000001,0.87712,0,0,0.0,True,chain8,"1.4 V, 200 ps",4
clean,congestion_aware_greedy,0.0,0.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 200 ps",4
clean,greedy_local_search,0.0,0.0,19,5,10,0.5,14.115882000000001,0.87712,0,0,0.0,True,chain8,"1.4 V, 200 ps",4
clean,cp_sat_exact,0.0,0.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 200 ps",4
blind,utility_per_resource_greedy,0.004771364878891034,0.0,19,5,10,0.5,14.098959053011834,0.8757204879705089,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
blind,congestion_aware_greedy,0.004771364878891034,0.0,19,5,10,0.5,15.29753421794423,0.87391503796006,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
blind,greedy_local_search,0.004771364878891034,0.0,19,5,10,0.5,14.098959053011834,0.8757204879705089,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
blind,cp_sat_exact,0.004771364878891034,0.0,19,5,10,0.5,15.29753421794423,0.87391503796006,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
aware,utility_per_resource_greedy,0.004771364878891034,0.0,19,5,10,0.5,14.098959053011834,0.8757204879705089,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
aware,congestion_aware_greedy,0.004771364878891034,0.0,19,5,10,0.5,15.29753421794423,0.87391503796006,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
aware,greedy_local_search,0.004771364878891034,0.0,19,5,10,0.5,14.098959053011834,0.8757204879705089,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
aware,cp_sat_exact,0.004771364878891034,0.0,19,5,10,0.5,15.29753421794423,0.87391503796006,0,0,0.0007647132786977913,True,chain8,"1.4 V, 200 ps",4
clean,utility_per_resource_greedy,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 200 ps",5
clean,congestion_aware_greedy,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 200 ps",5
clean,greedy_local_search,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 200 ps",5
clean,cp_sat_exact,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 200 ps",5
blind,utility_per_resource_greedy,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
blind,congestion_aware_greedy,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
blind,greedy_local_search,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
blind,cp_sat_exact,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
aware,utility_per_resource_greedy,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
aware,congestion_aware_greedy,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
aware,greedy_local_search,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
aware,cp_sat_exact,0.004771364878891034,0.0,27,7,10,0.7,25.882232866861195,0.823327385981881,0,0,0.0003218525490231399,True,chain8,"1.4 V, 200 ps",5
clean,utility_per_resource_greedy,0.0,0.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 200 ps",6
clean,congestion_aware_greedy,0.0,0.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 200 ps",6
clean,greedy_local_search,0.0,0.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 200 ps",6
clean,cp_sat_exact,0.0,0.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 200 ps",6
blind,utility_per_resource_greedy,0.004771364878891034,0.0,20,5,10,0.5,15.600628589163904,0.8629190167355707,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
blind,congestion_aware_greedy,0.004771364878891034,0.0,20,5,10,0.5,17.269937896644816,0.8710951942163113,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
blind,greedy_local_search,0.004771364878891034,0.0,20,5,10,0.5,15.600628589163904,0.8629190167355707,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
blind,cp_sat_exact,0.004771364878891034,0.0,20,5,10,0.5,17.269937896644816,0.8710951942163113,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
aware,utility_per_resource_greedy,0.004771364878891034,0.0,20,5,10,0.5,15.600628589163904,0.8629190167355707,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
aware,congestion_aware_greedy,0.004771364878891034,0.0,20,5,10,0.5,17.269937896644816,0.8710951942163113,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
aware,greedy_local_search,0.004771364878891034,0.0,20,5,10,0.5,15.600628589163904,0.8629190167355707,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
aware,cp_sat_exact,0.004771364878891034,0.0,20,5,10,0.5,17.269937896644816,0.8710951942163113,0,0,0.0004942239199788075,True,chain8,"1.4 V, 200 ps",6
clean,utility_per_resource_greedy,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 200 ps",7
clean,congestion_aware_greedy,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 200 ps",7
clean,greedy_local_search,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 200 ps",7
clean,cp_sat_exact,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 200 ps",7
blind,utility_per_resource_greedy,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
blind,congestion_aware_greedy,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
blind,greedy_local_search,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
blind,cp_sat_exact,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
aware,utility_per_resource_greedy,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
aware,congestion_aware_greedy,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
aware,greedy_local_search,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
aware,cp_sat_exact,0.004771364878891034,0.0,25,4,10,0.4,12.449005439445523,0.8331808122661508,0,0,0.0007650351545778518,True,chain8,"1.4 V, 200 ps",7
clean,utility_per_resource_greedy,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 200 ps",8
clean,congestion_aware_greedy,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 200 ps",8
clean,greedy_local_search,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 200 ps",8
clean,cp_sat_exact,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 200 ps",8
blind,utility_per_resource_greedy,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
blind,congestion_aware_greedy,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
blind,greedy_local_search,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
blind,cp_sat_exact,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
aware,utility_per_resource_greedy,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
aware,congestion_aware_greedy,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
aware,greedy_local_search,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
aware,cp_sat_exact,0.004771364878891034,0.0,28,8,10,0.8,19.16944118343523,0.8188439725917701,0,0,0.0006005105144496163,True,chain8,"1.4 V, 200 ps",8
clean,utility_per_resource_greedy,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 200 ps",9
clean,congestion_aware_greedy,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 200 ps",9
clean,greedy_local_search,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 200 ps",9
clean,cp_sat_exact,0.0,0.0,25,7,10,0.7,18.58455532983236,0.770949910030733,0,0,0.0,True,chain8,"1.4 V, 200 ps",9
blind,utility_per_resource_greedy,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
blind,congestion_aware_greedy,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
blind,greedy_local_search,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
blind,cp_sat_exact,0.004771364878891034,0.0,25,7,10,0.7,18.558276713452813,0.7695297926426249,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
aware,utility_per_resource_greedy,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
aware,congestion_aware_greedy,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
aware,greedy_local_search,0.004771364878891034,0.0,25,7,10,0.7,16.601292662702086,0.8168319543918509,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
aware,cp_sat_exact,0.004771364878891034,0.0,25,7,10,0.7,18.558276713452813,0.7695297926426249,0,0,0.0005842369046488637,True,chain8,"1.4 V, 200 ps",9
clean,utility_per_resource_greedy,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,congestion_aware_greedy,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,greedy_local_search,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
clean,cp_sat_exact,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 200 ps",0
blind,utility_per_resource_greedy,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
blind,congestion_aware_greedy,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
blind,greedy_local_search,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
blind,cp_sat_exact,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
aware,utility_per_resource_greedy,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
aware,congestion_aware_greedy,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
aware,greedy_local_search,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
aware,cp_sat_exact,0.00047713648788910343,10.0,18,4,10,0.4,6.073659644847899,0.8601931248252874,0,0,2.7137284475485324e-05,True,chain8,"1.4 V, 200 ps",0
clean,utility_per_resource_greedy,0.0,10.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,congestion_aware_greedy,0.0,10.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,greedy_local_search,0.0,10.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
clean,cp_sat_exact,0.0,10.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 200 ps",1
blind,utility_per_resource_greedy,0.00047713648788910343,10.0,28,8,10,0.8,22.092502398416173,0.8192944795787893,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
blind,congestion_aware_greedy,0.00047713648788910343,10.0,28,8,10,0.8,22.60582278118247,0.8121603837461362,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
blind,greedy_local_search,0.00047713648788910343,10.0,28,8,10,0.8,22.092502398416173,0.8192944795787893,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
blind,cp_sat_exact,0.00047713648788910343,10.0,28,8,10,0.8,22.60582278118247,0.8121603837461362,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
aware,utility_per_resource_greedy,0.00047713648788910343,10.0,28,8,10,0.8,22.092502398416173,0.8192944795787893,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
aware,congestion_aware_greedy,0.00047713648788910343,10.0,28,8,10,0.8,22.60582278118247,0.8121603837461362,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
aware,greedy_local_search,0.00047713648788910343,10.0,28,8,10,0.8,22.092502398416173,0.8192944795787893,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
aware,cp_sat_exact,0.00047713648788910343,10.0,28,8,10,0.8,22.60582278118247,0.8121603837461362,0,0,3.8424913772642076e-05,True,chain8,"1.4 V, 200 ps",1
clean,utility_per_resource_greedy,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,congestion_aware_greedy,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,greedy_local_search,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
clean,cp_sat_exact,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 200 ps",2
blind,utility_per_resource_greedy,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
blind,congestion_aware_greedy,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
blind,greedy_local_search,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
blind,cp_sat_exact,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
aware,utility_per_resource_greedy,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
aware,congestion_aware_greedy,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
aware,greedy_local_search,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
aware,cp_sat_exact,0.00047713648788910343,10.0,30,8,10,0.8,26.414596275898983,0.8518914227622221,0,0,4.720558460545389e-05,True,chain8,"1.4 V, 200 ps",2
clean,utility_per_resource_greedy,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,congestion_aware_greedy,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,greedy_local_search,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
clean,cp_sat_exact,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 200 ps",3
blind,utility_per_resource_greedy,0.00047713648788910343,10.0,19,5,10,0.5,19.07283402069137,0.9055798971792809,0,0,7.21030299107068e-05,True,chain8,"1.4 V, 200 ps",3
blind,congestion_aware_greedy,0.00047713648788910343,10.0,19,5,10,0.5,19.07283402069137,0.9055798971792809,0,0,7.21030299107068e-05,True,chain8,"1.4 V, 200 ps",3
blind,greedy_local_search,0.00047713648788910343,10.0,19,5,10,0.5,19.07283402069137,0.9055798971792809,0,0,7.21030299107068e-05,True,chain8,"1.4 V, 200 ps",3
blind,cp_sat_exact,0.00047713648788910343,10.0,19,5,10,0.5,19.07283402069137,0.9055798971792809,0,0,7.21030299107068e-05,True,chain8,"1.4 V, 200 ps",3
